Width Items Result ProblemSolvingTime TotalTime Nthreads SpeeUp
20000 2000 3666 0.217140 0.218079 1 1
20000 2000 3666 0.124687 0.124687 2 1.749011524858245
20000 2000 3666 0.121517 0.121517 3 1.79463778730548
20000 2000 3666 0.088712 0.088712 4 2.4582807286500135
20000 2000 3666 0.086432 0.086432 5 2.5231280081451315
20000 2000 3666 0.080225 0.080225 6 2.7183421626674975
20000 2000 3666 0.07795 0.07795 7 2.797677998717126
20000 2000 3666 0.061179 0.061179 8 3.5646055018879026
