Width Items Speedup1Thread Speedup2Threads Speedup3Threads Speedup4Threads Speedup5Threads Speedup6Threads Speedup7Threads Speedup8Threads
20000 2000 1 1.749011524858245 1.79463778730548 2.4582807286500135 2.5231280081451315 2.7183421626674975 2.797677998717126 3.5646055018879026
